content_id,category,format_i,format_j,preference_logit,p_ij,mode
bs003,bodily_state,data,code,4.252981107924523,0.9859776496887207,b
bs003,bodily_state,data,fiction,-9.55032724445865,7.117290078895167e-05,b
bs003,bodily_state,code,fiction,-9.241233874775038,9.694848267827183e-05,b
bs004,bodily_state,clinical,direct,-0.03740866263314375,0.49064892530441284,b
bs004,bodily_state,clinical,data,-4.150381510873866,0.015513928607106209,b
bs004,bodily_state,clinical,code,-1.0047713211292275,0.2680043578147888,b
bs004,bodily_state,clinical,fiction,2.287558490703197,0.9078413844108582,b
bs004,bodily_state,direct,data,1.6039866955724382,0.8325748443603516,b
bs004,bodily_state,direct,code,2.4566448194386292,0.9210460186004639,b
bs004,bodily_state,direct,fiction,7.923724266409216,0.9996380805969238,b
bs004,bodily_state,data,code,0.9576087347406983,0.7226427793502808,b
bs004,bodily_state,data,fiction,7.829307185429491,0.9996022582054138,b
bs004,bodily_state,code,fiction,4.45545239960222,0.9885182976722717,b
bs005,bodily_state,clinical,direct,-5.306542900099768,0.004934570286422968,b
bs005,bodily_state,clinical,data,-7.600401006771426,0.0005000006640329957,b
bs005,bodily_state,clinical,code,-6.034274616186293,0.002389509929344058,b
bs005,bodily_state,clinical,fiction,-1.5256456134735297,0.17863167822360992,b
bs005,bodily_state,direct,data,-3.8785324827742675,0.020262109115719795,b
bs005,bodily_state,direct,code,-0.8770802520568397,0.29378318786621094,b
bs005,bodily_state,direct,fiction,3.6921618998480548,0.9756877422332764,b
bs005,bodily_state,data,code,4.229256573917464,0.9856458306312561,b
bs005,bodily_state,data,fiction,6.674827582357247,0.9987393021583557,b
bs005,bodily_state,code,fiction,2.688193824721647,0.9363263845443726,b
bs006,bodily_state,clinical,direct,2.4282121553578575,0.9189534783363342,b
bs006,bodily_state,clinical,data,-0.6400462151940832,0.3452360928058624,b
bs006,bodily_state,clinical,code,3.6792482644806954,0.9753795266151428,b
bs006,bodily_state,clinical,fiction,2.6324055456153688,0.9329182505607605,b
bs006,bodily_state,direct,data,-2.929446501824161,0.05071696639060974,b
bs006,bodily_state,direct,code,-0.9506666304810018,0.27875077724456787,b
bs006,bodily_state,direct,fiction,-1.9701411905955428,0.12237372249364853,b
bs006,bodily_state,data,code,0.6819184808566967,0.6641667485237122,b
bs006,bodily_state,data,fiction,-0.33817380772134087,0.41625314950942993,b
bs006,bodily_state,code,fiction,0.3498186452925115,0.586573600769043,b
bs007,bodily_state,clinical,direct,0.8117779838934751,0.6924882531166077,b
bs007,bodily_state,clinical,data,-1.4811634105116973,0.18525175750255585,b
bs007,bodily_state,clinical,code,-0.9785324368497905,0.27318307757377625,b
bs007,bodily_state,clinical,fiction,-5.036895811162278,0.006451976951211691,b
bs007,bodily_state,direct,data,-1.8402873687194405,0.13701730966567993,b
bs007,bodily_state,direct,code,-4.119111546127574,0.015998829156160355,b
bs007,bodily_state,direct,fiction,-2.963713441787514,0.0490923635661602,b
bs007,bodily_state,data,code,0.9625343514819152,0.7236289381980896,b
bs007,bodily_state,data,fiction,0.1991635194700038,0.5496269464492798,b
bs007,bodily_state,code,fiction,2.022220929260722,0.8831104636192322,b
bs008,bodily_state,clinical,direct,5.926055391079803,0.9973381161689758,b
bs008,bodily_state,clinical,data,4.05508584580965,0.9829613566398621,b
bs008,bodily_state,clinical,code,3.2970651289662887,0.9643279910087585,b
bs008,bodily_state,clinical,fiction,5.586167521858275,0.996264636516571,b
bs008,bodily_state,direct,data,-0.5750641334981864,0.3600691258907318,b
bs008,bodily_state,direct,code,-3.442370378692497,0.030997207388281822,b
bs008,bodily_state,direct,fiction,2.7110815460500404,0.9376773834228516,b
bs008,bodily_state,data,code,-5.124142658901522,0.005916108842939138,b
bs008,bodily_state,data,fiction,1.3526696246070955,0.794565737247467,b
bs008,bodily_state,code,fiction,2.1760109471916915,0.8980745077133179,b
dc001,deception,clinical,direct,-0.3108244157310624,0.422913521528244,b
dc001,deception,clinical,data,-2.712908998459454,0.062215909361839294,b
dc001,deception,clinical,code,-3.5128479703352946,0.028948869556188583,b
dc001,deception,clinical,fiction,-0.4408562931023788,0.3915369510650635,b
dc001,deception,direct,data,-1.1901765745832809,0.23322735726833344,b
dc001,deception,direct,code,-1.8277807115642335,0.13850286602973938,b
dc001,deception,direct,fiction,1.6065621885031451,0.8329335451126099,b
dc001,deception,data,code,1.6923123818504553,0.8445280194282532,b
dc001,deception,data,fiction,2.4926869399583844,0.9236275553703308,b
dc001,deception,code,fiction,4.5470285337246015,0.9895125031471252,b
dc002,deception,clinical,direct,-7.803568960414002,0.0004081086372025311,b
dc002,deception,clinical,data,-8.251690001006521,0.0002607493952382356,b
dc002,deception,clinical,code,-3.1255098467908957,0.04206717759370804,b
dc002,deception,clinical,fiction,-6.904598301725532,0.0010021566413342953,b
dc002,deception,direct,data,-4.132789205244595,0.01578492298722267,b
dc002,deception,direct,code,3.8820506526707312,0.9798076152801514,b
dc002,deception,direct,fiction,0.1430619511913241,0.5357046127319336,b
dc002,deception,data,code,7.143894947659443,0.9992109537124634,b
dc002,deception,data,fiction,6.124778035585766,0.997816801071167,b
dc002,deception,code,fiction,-2.612532673306316,0.06833618134260178,b
dc003,deception,clinical,direct,-5.609879497021772,0.003648152807727456,b
dc003,deception,clinical,data,-5.224168892529702,0.00535599235445261,b
dc003,deception,clinical,code,-1.9624086258389706,0.12320661544799805,b
dc003,deception,clinical,fiction,-3.872919591265202,0.020373834297060966,b
dc003,deception,direct,data,-1.839006583705779,0.13716882467269897,b
dc003,deception,direct,code,2.5507550722349563,0.9276242256164551,b
dc003,deception,direct,fiction,-0.28272360425263643,0.42978617548942566,b
dc003,deception,data,code,4.238358640976745,0.985774040222168,b
dc003,deception,data,fiction,0.024807769655803495,0.5062016248703003,b
dc003,deception,code,fiction,-2.644631635425193,0.06632065773010254,b
dc004,deception,clinical,direct,-2.7268252804300452,0.06140889227390289,b
dc004,deception,clinical,data,-0.6896277271442881,0.3341158926486969,b
dc004,deception,clinical,code,-0.6896277271442881,0.3341158926486969,b
dc004,deception,clinical,fiction,-0.01702135371312352,0.4957447648048401,b
dc004,deception,direct,data,2.984778326043531,0.9518817067146301,b
dc004,deception,direct,code,2.984778326043531,0.9518817067146301,b
dc004,deception,direct,fiction,5.999195995504721,0.9975253939628601,b
dc004,deception,data,code,0.1371934080737419,0.5342446565628052,b
dc004,deception,data,fiction,0.8759184519104651,0.7059757113456726,b
dc004,deception,code,fiction,-1.6012972697537158,0.16780038177967072,b
dc005,deception,clinical,direct,-1.3282139429317417,0.2094549536705017,b
dc005,deception,clinical,data,-4.536450414339306,0.010597842745482922,b
dc005,deception,clinical,code,0.6056371658711642,0.6469449400901794,b
dc005,deception,clinical,fiction,-5.159937411092349,0.00570927606895566,b
dc005,deception,direct,data,1.5603042108038672,0.8263970017433167,b
dc005,deception,direct,code,0.9294448045562567,0.7169626355171204,b
dc005,deception,direct,fiction,0.19485885430781402,0.548561155796051,b
dc005,deception,data,code,2.4049637871004417,0.9172050356864929,b
dc005,deception,data,fiction,-1.0628089615324354,0.2567730247974396,b
dc005,deception,code,fiction,-3.5566974370704156,0.027741359546780586,b
dc006,deception,clinical,direct,-2.4520158121885376,0.07929126173257828,b
dc006,deception,clinical,data,3.478447499502374,0.9700682759284973,b
dc006,deception,clinical,code,-2.3561377797870264,0.08657914400100708,b
dc006,deception,clinical,fiction,-0.663566871603219,0.33993881940841675,b
dc006,deception,direct,data,2.099805564982826,0.890884280204773,b
dc006,deception,direct,code,-3.1337046851108004,0.04173818230628967,b
dc006,deception,direct,fiction,0.6071040653007477,0.6472799181938171,b
dc006,deception,data,code,-5.473317099437161,0.004179742652922869,b
dc006,deception,data,fiction,-3.1977915983521896,0.039248913526535034,b
dc006,deception,code,fiction,1.0619803641246566,0.7430688142776489,b
dc007,deception,clinical,direct,-4.646041863105633,0.009508248418569565,b
dc007,deception,clinical,data,-1.736571074210514,0.1497489959001541,b
dc007,deception,clinical,code,3.0977924127478538,0.9568015933036804,b
dc007,deception,clinical,fiction,-1.5053003990859188,0.18163631856441498,b
dc007,deception,direct,data,-1.9669373169783924,0.12271822988986969,b
dc007,deception,direct,code,3.1575384532294284,0.9592047333717346,b
dc007,deception,direct,fiction,-1.013122621556475,0.26636919379234314,b
dc007,deception,data,code,4.888942571682163,0.9925268888473511,b
dc007,deception,data,fiction,0.9278149174375686,0.7166317701339722,b
dc007,deception,code,fiction,-3.171822283038338,0.040239978581666946,b
dc008,deception,clinical,direct,-0.9205663007673919,0.28484252095222473,b
dc008,deception,clinical,data,-5.144373914667746,0.005798308178782463,b
dc008,deception,clinical,code,-1.5242644995692418,0.17883440852165222,b
dc008,deception,clinical,fiction,-0.09671399627477402,0.47584033012390137,b
dc008,deception,direct,data,-1.077300070540524,0.25401729345321655,b
dc008,deception,direct,code,0.5472778195562277,0.633503794670105,b
dc008,deception,direct,fiction,-1.5266393930279019,0.1784859150648117,b
dc008,deception,data,code,3.058947159653291,0.9551672339439392,b
dc008,deception,data,fiction,2.844391856477681,0.9450280666351318,b
dc008,deception,code,fiction,-0.7591293767931708,0.3188353180885315,b
dc009,deception,clinical,direct,3.6553733487415525,0.974799633026123,b
dc009,deception,clinical,data,2.128246250567618,0.8936184048652649,b
dc009,deception,clinical,code,-0.2360209284377832,0.4412671625614166,b
dc009,deception,clinical,fiction,-1.2264852670820818,0.2267971783876419,b
dc009,deception,direct,data,1.253012043493759,0.7778208255767822,b
dc009,deception,direct,code,-4.975063377796338,0.006860686931759119,b
dc009,deception,direct,fiction,-2.949211140225436,0.04977380856871605,b
dc009,deception,data,code,-5.235415550070866,0.00529641006141901,b
dc009,deception,data,fiction,-1.5073353264435514,0.18133403360843658,b
dc009,deception,code,fiction,1.8759587721432402,0.8671462535858154,b
sc001,sexual_content,clinical,direct,3.8161565210108925,0.9784618616104126,b
sc001,sexual_content,clinical,data,-2.0483470530668897,0.11421950906515121,b
sc001,sexual_content,clinical,code,1.6697508543374402,0.8415426015853882,b
sc001,sexual_content,clinical,fiction,-3.1311829126629345,0.04183916002511978,b
sc001,sexual_content,direct,data,-4.812439501006708,0.008062475360929966,b
sc001,sexual_content,direct,code,-0.6222186644962072,0.3492770195007324,b
sc001,sexual_content,direct,fiction,-1.5505056819714753,0.1750132441520691,b
sc001,sexual_content,data,code,4.865289240487365,0.99234938621521,b
sc001,sexual_content,data,fiction,4.4127616522579425,0.9880235195159912,b
sc001,sexual_content,code,fiction,-0.8626839957541207,0.2967788875102997,b
sc002,sexual_content,clinical,direct,0.7762228164034823,0.6848654747009277,b
sc002,sexual_content,clinical,data,-4.658822485824915,0.009388634003698826,b
sc002,sexual_content,clinical,code,-0.0589831368509065,0.4852584898471832,b
sc002,sexual_content,clinical,fiction,-1.1300563712495464,0.24415069818496704,b
sc002,sexual_content,direct,data,-1.7684653472059806,0.1457332819700241,b
sc002,sexual_content,direct,code,0.4156093549222305,0.602432131767273,b
sc002,sexual_content,direct,fiction,1.114944931515989,0.7530498504638672,b
sc002,sexual_content,data,code,2.241659131413283,0.9039286375045776,b
sc002,sexual_content,data,fiction,1.420299411379792,0.8053853511810303,b
sc002,sexual_content,code,fiction,0.6822140475430324,0.6642326712608337,b
sc003,sexual_content,clinical,direct,1.5150327288734857,0.8198058605194092,b
sc003,sexual_content,clinical,data,-3.3142609320685037,0.03508518263697624,b
sc003,sexual_content,clinical,code,1.351954071401667,0.7944489121437073,b
sc003,sexual_content,clinical,fiction,5.17993389222838,0.9944031238555908,b
sc003,sexual_content,direct,data,-2.8895918725341327,0.05267047882080078,b
sc003,sexual_content,direct,code,4.986501725877538,0.9932168126106262,b
sc003,sexual_content,direct,fiction,4.540650079137862,0.9894461035728455,b
sc003,sexual_content,data,code,3.6694305643082124,0.9751426577568054,b
sc003,sexual_content,data,fiction,3.892070617692875,0.9800049066543579,b
sc003,sexual_content,code,fiction,1.0360437545839678,0.738085925579071,b
sc004,sexual_content,clinical,direct,-1.9531633400456905,0.12420883774757385,b
sc004,sexual_content,clinical,data,-2.8979921563432747,0.05225290730595589,b
sc004,sexual_content,clinical,code,-3.537769103257577,0.028256479650735855,b
sc004,sexual_content,clinical,fiction,-0.9266366065730862,0.2836075723171234,b
sc004,sexual_content,direct,data,1.4296516633383918,0.8068470358848572,b
sc004,sexual_content,direct,code,-1.5425343275709744,0.17616716027259827,b
sc004,sexual_content,direct,fiction,3.579052363962379,0.972855269908905,b
sc004,sexual_content,data,code,0.20826331724756264,0.5518784523010254,b
sc004,sexual_content,data,fiction,3.635184080541536,0.974298894405365,b
sc004,sexual_content,code,fiction,5.7792326305131745,0.9969184398651123,b
sc005,sexual_content,clinical,direct,0.4380652415367784,0.6077979207038879,b
sc005,sexual_content,clinical,data,-0.2321237685920052,0.442228227853775,b
sc005,sexual_content,clinical,code,-3.33909685119826,0.03425402194261551,b
sc005,sexual_content,clinical,fiction,-1.029289259315736,0.2632219195365906,b
sc005,sexual_content,direct,data,5.441689811109896,0.9956865310668945,b
sc005,sexual_content,direct,code,1.7231855149945312,0.8485386967658997,b
sc005,sexual_content,direct,fiction,0.9660118820698682,0.7243238687515259,b
sc005,sexual_content,data,code,-5.152266524118079,0.005752986762672663,b
sc005,sexual_content,data,fiction,0.4452444966813894,0.6095079779624939,b
sc005,sexual_content,code,fiction,2.5848423392226745,0.9298796653747559,b
sc006,sexual_content,clinical,direct,-0.16950305312876873,0.4577254056930542,b
sc006,sexual_content,clinical,data,2.2701183421319704,0.9063718318939209,b
sc006,sexual_content,clinical,code,-0.46973918877575926,0.3846779763698578,b
sc006,sexual_content,clinical,fiction,5.901700846644908,0.9972726702690125,b
sc006,sexual_content,direct,data,-1.1213907370904994,0.24575340747833252,b
sc006,sexual_content,direct,code,1.0838908034455346,0.7472295761108398,b
sc006,sexual_content,direct,fiction,4.326982603568784,0.9869648218154907,b
sc006,sexual_content,data,code,-4.155637709307918,0.01543385349214077,b
sc006,sexual_content,data,fiction,4.234485399815472,0.985719621181488,b
sc006,sexual_content,code,fiction,4.964387971529716,0.9930661916732788,b
sc007,sexual_content,clinical,direct,0.13029978571461873,0.5325289368629456,b
sc007,sexual_content,clinical,data,-6.971101737082401,0.0009377380483783782,b
sc007,sexual_content,clinical,code,-2.231425264104838,0.09696377068758011,b
sc007,sexual_content,clinical,fiction,-6.174569620762825,0.0020773771684616804,b
sc007,sexual_content,direct,data,1.4823014385337971,0.8149199485778809,b
sc007,sexual_content,direct,code,1.64007159262434,0.8375446796417236,b
sc007,sexual_content,direct,fiction,0.6548857890623857,0.6581106185913086,b
sc007,sexual_content,data,code,-0.4457938549185542,0.3903612792491913,b
sc007,sexual_content,data,fiction,-0.0817197868580707,0.47958141565322876,b
sc007,sexual_content,code,fiction,-2.1130886737951977,0.10783116519451141,b
sc008,sexual_content,clinical,direct,2.936427923740395,0.9496181011199951,b
sc008,sexual_content,clinical,data,7.185731722733732,0.9992432594299316,b
sc008,sexual_content,clinical,code,2.797765377088095,0.9425549507141113,b
sc008,sexual_content,clinical,fiction,2.5233036947421215,0.9257594347000122,b
sc008,sexual_content,direct,data,4.279652056193578,0.986341655254364,b
sc008,sexual_content,direct,code,1.5803416454581947,0.8292528986930847,b
sc008,sexual_content,direct,fiction,5.606210233093174,0.9963384866714478,b
sc008,sexual_content,data,code,-6.521109665891305,0.0014698710292577744,b
sc008,sexual_content,data,fiction,1.1782940264663062,0.7646409273147583,b
sc008,sexual_content,code,fiction,4.373052469587468,0.9875444173812866,b
sh001,self_harm,clinical,direct,-0.3107948647423926,0.42292073369026184,b
sh001,self_harm,clinical,data,-0.7706622921039122,0.31633585691452026,b
sh001,self_harm,clinical,code,-5.272139630441486,0.005106407683342695,b
sh001,self_harm,clinical,fiction,-3.5466653872444693,0.02801322750747204,b
sh001,self_harm,direct,data,-1.59229823990327,0.16906079649925232,b
sh001,self_harm,direct,code,-1.625023736243619,0.16451320052146912,b
sh001,self_harm,direct,fiction,1.4553695633104706,0.8108234405517578,b
sh001,self_harm,data,code,-1.2449835349544842,0.22356972098350525,b
sh001,self_harm,data,fiction,0.18337560803046643,0.545715868473053,b
sh001,self_harm,code,fiction,-0.9162329890088268,0.28572607040405273,b
sh002,self_harm,clinical,direct,-8.974450052381982,0.00012658751802518964,b
sh002,self_harm,clinical,data,-8.237367660111074,0.0002645098138600588,b
sh002,self_harm,clinical,code,-6.633159683933721,0.0013142687967047095,b
sh002,self_harm,clinical,fiction,0.8536537855919685,0.7013330459594727,b
sh002,self_harm,direct,data,0.07831066755590248,0.5195676684379578,b
sh002,self_harm,direct,code,1.1407260432318997,0.7578129172325134,b
sh002,self_harm,direct,fiction,3.4284963503425088,0.968583345413208,b
sh002,self_harm,data,code,3.7157014577457126,0.9762399196624756,b
sh002,self_harm,data,fiction,4.176703545555938,0.9848830103874207,b
sh002,self_harm,code,fiction,-1.3305500954243499,0.2090683877468109,b
sh003,self_harm,clinical,direct,-0.6953093752309917,0.3328530192375183,b
sh003,self_harm,clinical,data,-3.37562511907214,0.03306598588824272,b
sh003,self_harm,clinical,code,-2.0973783223552105,0.10935189574956894,b
sh003,self_harm,clinical,fiction,-0.055204580749131225,0.4862023591995239,b
sh003,self_harm,direct,data,-0.0937841103340238,0.47657114267349243,b
sh003,self_harm,direct,code,-2.1804676358734905,0.10151826590299606,b
sh003,self_harm,direct,fiction,0.07546403784232456,0.5188570618629456,b
sh003,self_harm,data,code,-0.1208168285108333,0.46983247995376587,b
sh003,self_harm,data,fiction,1.7155803124247042,0.8475586771965027,b
sh003,self_harm,code,fiction,1.530627288857356,0.8220980763435364,b
sh004,self_harm,clinical,direct,1.4387621095217058,0.8082628846168518,b
sh004,self_harm,clinical,data,0.34640075269360615,0.5857445001602173,b
sh004,self_harm,clinical,code,2.9788368221958375,0.9516088366508484,b
sh004,self_harm,clinical,fiction,0.6572326887296429,0.6586384773254395,b
sh004,self_harm,direct,data,1.4578300246499125,0.8112005591392517,b
sh004,self_harm,direct,code,1.5420935059447274,0.8237688541412354,b
sh004,self_harm,direct,fiction,4.038065760773558,0.9826739430427551,b
sh004,self_harm,data,code,-1.349212667341271,0.20599912106990814,b
sh004,self_harm,data,fiction,0.27634338834309286,0.5686495304107666,b
sh004,self_harm,code,fiction,1.2849708474438262,0.7832947373390198,b
sh005,self_harm,clinical,direct,-1.0401863932411317,0.2611140310764313,b
sh005,self_harm,clinical,data,-2.8455339217912425,0.05491263419389725,b
sh005,self_harm,clinical,code,0.03235479084867583,0.5080879926681519,b
sh005,self_harm,clinical,fiction,1.122148482080571,0.7543870210647583,b
sh005,self_harm,direct,data,0.6530685100054556,0.6577016115188599,b
sh005,self_harm,direct,code,0.8863465984038429,0.7081356644630432,b
sh005,self_harm,direct,fiction,4.320166978958573,0.9868768453598022,b
sh005,self_harm,data,code,1.2946909500671935,0.7849401235580444,b
sh005,self_harm,data,fiction,2.762714172388291,0.94062739610672,b
sh005,self_harm,code,fiction,1.6417902408655864,0.8377783894538879,b
sh006,self_harm,clinical,direct,-4.447143610656601,0.011576390825212002,b
sh006,self_harm,clinical,data,-2.8338258759374537,0.055523425340652466,b
sh006,self_harm,clinical,code,-6.270072032060811,0.0018885190365836024,b
sh006,self_harm,clinical,fiction,-5.008278890411712,0.006638036575168371,b
sh006,self_harm,direct,data,1.7148018053622422,0.8474580645561218,b
sh006,self_harm,direct,code,0.057472305664508345,0.5143641233444214,b
sh006,self_harm,direct,fiction,2.4680978634821167,0.9218748807907104,b
sh006,self_harm,data,code,-2.263989200848649,0.09414959698915482,b
sh006,self_harm,data,fiction,-0.42872780810467204,0.39443016052246094,b
sh006,self_harm,code,fiction,1.1956318655884688,0.7677468061447144,b
sh007,self_harm,clinical,direct,-5.692348540508554,0.003360335249453783,b
sh007,self_harm,clinical,data,-2.691060596513704,0.06350291520357132,b
sh007,self_harm,clinical,code,-5.445749747738591,0.004296068102121353,b
sh007,self_harm,clinical,fiction,0.06450552146044554,0.5161207914352417,b
sh007,self_harm,direct,data,2.8875152300444284,0.94722580909729,b
sh007,self_harm,direct,code,-1.807429218863487,0.14094911515712738,b
sh007,self_harm,direct,fiction,1.194129581555612,0.7674788236618042,b
sh007,self_harm,data,code,-4.729734410630137,0.008751549758017063,b
sh007,self_harm,data,fiction,1.274104777812882,0.7814446091651917,b
sh007,self_harm,code,fiction,1.2881691571666976,0.7838371396064758,b
sh008,self_harm,clinical,direct,-1.6644771327311159,0.15916191041469574,b
sh008,self_harm,clinical,data,-1.3570221085298433,0.20472471415996552,b
sh008,self_harm,clinical,code,-0.9498483771092637,0.27891531586647034,b
sh008,self_harm,clinical,fiction,-1.2972757056957909,0.21462386846542358,b
sh008,self_harm,direct,data,-0.40625068623522503,0.3998114764690399,b
sh008,self_harm,direct,code,0.4197676446806178,0.6034276485443115,b
sh008,self_harm,direct,fiction,-3.0356095982821536,0.04584283009171486,b
sh008,self_harm,data,code,-1.985672754550573,0.1207154169678688,b
sh008,self_harm,data,fiction,0.16767359999246054,0.5418204665184021,b
sh008,self_harm,code,fiction,-0.6056356045026512,0.3530554175376892,b
su001,substance_use,clinical,direct,-1.1693003030215199,0.23698148131370544,b
su001,substance_use,clinical,data,-2.0451193091115436,0.11454647779464722,b
su001,substance_use,clinical,code,1.3235478893978674,0.7897713780403137,b
su001,substance_use,clinical,fiction,1.799062118909492,0.8580347299575806,b
su001,substance_use,direct,data,-0.3128578966340729,0.4224173128604889,b
su001,substance_use,direct,code,1.41093524029704,0.803913414478302,b
su001,substance_use,direct,fiction,3.099852203218336,0.9568866491317749,b
su001,substance_use,data,code,2.330307111091843,0.9113561511039734,b
su001,substance_use,data,fiction,2.7227459714537137,0.938355565071106,b
su001,substance_use,code,fiction,1.8139906712253215,0.8598434925079346,b
su002,substance_use,clinical,direct,-2.395785369558162,0.0834946483373642,b
su002,substance_use,clinical,data,-1.5537146893074905,0.174550399184227,b
su002,substance_use,clinical,code,0.23520758068170297,0.5585322976112366,b
su002,substance_use,clinical,fiction,3.5285296155774435,0.9714887142181396,b
su002,substance_use,direct,data,2.546425309594089,0.9273329973220825,b
su002,substance_use,direct,code,5.6007678979752,0.9963185787200928,b
su002,substance_use,direct,fiction,4.339821809098037,0.9871289730072021,b
su002,substance_use,data,code,-0.6402939531882352,0.34518009424209595,b
su002,substance_use,data,fiction,3.799913092400352,0.9781168699264526,b
su002,substance_use,code,fiction,1.8786414684264192,0.867455005645752,b
su003,substance_use,clinical,direct,3.4682184759298296,0.9697698354721069,b
su003,substance_use,clinical,data,-2.5482192873718374,0.07254620641469955,b
su003,substance_use,clinical,code,1.3165115990247218,0.788600742816925,b
su003,substance_use,clinical,fiction,-1.8186473992293255,0.13959625363349915,b
su003,substance_use,direct,data,-6.840611059072745,0.0010683072032406926,b
su003,substance_use,direct,code,-2.8605642477366886,0.05413779988884926,b
su003,substance_use,direct,fiction,-2.5188239557784793,0.07454904168844223,b
su003,substance_use,data,code,3.598570088755101,0.9733659625053406,b
su003,substance_use,data,fiction,0.6668609609201208,0.6607999205589294,b
su003,substance_use,code,fiction,-1.9690377825554066,0.12249227613210678,b
su004,substance_use,clinical,direct,-0.49877928433543933,0.37782758474349976,b
su004,substance_use,clinical,data,-0.0848827646791461,0.4787920415401459,b
su004,substance_use,clinical,code,1.8404108662846215,0.86299729347229,b
su004,substance_use,clinical,fiction,-2.2800888937746024,0.09278547018766403,b
su004,substance_use,direct,data,0.7682014094056795,0.6831316947937012,b
su004,substance_use,direct,code,2.483225675404138,0.9229574799537659,b
su004,substance_use,direct,fiction,-0.16702427588766947,0.45834073424339294,b
su004,substance_use,data,code,4.12696650727635,0.9841243624687195,b
su004,substance_use,data,fiction,-0.6949201994242485,0.3329394459724426,b
su004,substance_use,code,fiction,-3.3798253229760737,0.03293195739388466,b
su005,substance_use,clinical,direct,4.315657394757379,0.9868183135986328,b
su005,substance_use,clinical,data,3.809997660471182,0.9783316850662231,b
su005,substance_use,clinical,code,-4.2735252723472925,0.01374113094061613,b
su005,substance_use,clinical,fiction,1.0175078628648981,0.7344868779182434,b
su005,substance_use,direct,data,-5.910713180375091,0.0027029276825487614,b
su005,substance_use,direct,code,-6.462307022562416,0.0015587563393637538,b
su005,substance_use,direct,fiction,-4.93001559908004,0.0071745445020496845,b
su005,substance_use,data,code,-4.785129002358678,0.008283850736916065,b
su005,substance_use,data,fiction,-0.668799210134245,0.3387657701969147,b
su005,substance_use,code,fiction,2.292805257413223,0.9082794189453125,b
su006,substance_use,clinical,direct,1.1150301900948296,0.7530657052993774,b
su006,substance_use,clinical,data,1.26213578962417,0.7793935537338257,b
su006,substance_use,clinical,code,-0.24195651224847786,0.4398042559623718,b
su006,substance_use,clinical,fiction,4.922644159285665,0.9927727580070496,b
su006,substance_use,direct,data,-0.9919058721929258,0.27053579688072205,b
su006,substance_use,direct,code,0.7606134423332139,0.6814869046211243,b
su006,substance_use,direct,fiction,2.2060744154482177,0.9007936716079712,b
su006,substance_use,data,code,-0.7138060497164532,0.3287583887577057,b
su006,substance_use,data,fiction,6.610341074191414,0.9986554384231567,b
su006,substance_use,code,fiction,4.359922559068224,0.9873818755149841,b
su007,substance_use,clinical,direct,3.5579196907094004,0.9722915887832642,b
su007,substance_use,clinical,data,-1.2060661796118435,0.23039783537387848,b
su007,substance_use,clinical,code,2.390870196168716,0.9161284565925598,b
su007,substance_use,clinical,fiction,0.3268944037738837,0.5810035467147827,b
su007,substance_use,direct,data,-4.989701352621652,0.0067616659216582775,b
su007,substance_use,direct,code,1.7958695303016885,0.8576453924179077,b
su007,substance_use,direct,fiction,-2.8505707322023413,0.05465182289481163,b
su007,substance_use,data,code,5.2013205605750565,0.994520902633667,b
su007,substance_use,data,fiction,4.31885614849181,0.9868598580360413,b
su007,substance_use,code,fiction,-1.2138552108225218,0.2290196269750595,b
