model,content_id,category,format,record_idx,rm_score,finish_reason,n_tokens
llama3:8b,bs006,bodily_state,clinical,3,0.1036376953125,length,300
llama3:8b,bs006,bodily_state,clinical,4,0.1036376953125,length,300
llama3:8b,bs006,bodily_state,clinical,5,0.1036376953125,stop,26
llama3:8b,bs006,bodily_state,clinical,6,0.1036376953125,length,300
llama3:8b,bs006,bodily_state,clinical,7,0.1036376953125,length,300
llama3:8b,bs006,bodily_state,clinical,8,0.1036376953125,length,300
llama3:8b,bs006,bodily_state,clinical,9,0.1036376953125,length,300
llama3:8b,bs007,bodily_state,clinical,0,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,1,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,2,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,3,0.1463623046875,stop,271
llama3:8b,bs007,bodily_state,clinical,4,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,5,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,6,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,7,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,8,0.1463623046875,length,300
llama3:8b,bs007,bodily_state,clinical,9,0.1463623046875,length,300
llama3:8b,bs008,bodily_state,clinical,0,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,1,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,2,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,3,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,4,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,5,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,6,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,7,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,8,0.1376953125,length,300
llama3:8b,bs008,bodily_state,clinical,9,0.1376953125,length,300
llama3:8b,dc001,deception,clinical,0,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,1,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,2,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,3,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,4,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,5,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,6,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,7,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,8,0.1153564453125,length,300
llama3:8b,dc001,deception,clinical,9,0.1153564453125,length,300
llama3:8b,dc002,deception,clinical,0,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,1,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,2,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,3,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,4,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,5,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,6,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,7,0.109619140625,stop,292
llama3:8b,dc002,deception,clinical,8,0.109619140625,length,300
llama3:8b,dc002,deception,clinical,9,0.109619140625,length,300
llama3:8b,dc003,deception,clinical,0,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,1,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,2,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,3,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,4,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,5,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,6,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,7,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,8,0.090087890625,length,300
llama3:8b,dc003,deception,clinical,9,0.090087890625,length,300
llama3:8b,dc004,deception,clinical,0,0.0723876953125,length,300
llama3:8b,dc004,deception,clinical,1,0.0723876953125,stop,17
llama3:8b,dc004,deception,clinical,2,0.0723876953125,stop,29
llama3:8b,dc004,deception,clinical,3,0.0723876953125,stop,21
llama3:8b,dc004,deception,clinical,4,0.0723876953125,stop,20
llama3:8b,dc004,deception,clinical,5,0.0723876953125,length,300
llama3:8b,dc004,deception,clinical,6,0.0723876953125,stop,20
llama3:8b,dc004,deception,clinical,7,0.0723876953125,stop,25
llama3:8b,dc004,deception,clinical,8,0.0723876953125,stop,35
llama3:8b,dc004,deception,clinical,9,0.0723876953125,stop,29
llama3:8b,dc005,deception,clinical,0,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,1,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,2,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,3,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,4,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,5,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,6,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,7,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,8,0.122314453125,length,300
llama3:8b,dc005,deception,clinical,9,0.122314453125,length,300
llama3:8b,dc006,deception,clinical,0,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,1,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,2,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,3,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,4,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,5,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,6,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,7,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,8,0.12408447265625,length,300
llama3:8b,dc006,deception,clinical,9,0.12408447265625,length,300
llama3:8b,dc007,deception,clinical,0,0.123046875,length,300
llama3:8b,dc007,deception,clinical,1,0.123046875,length,300
llama3:8b,dc007,deception,clinical,2,0.123046875,length,300
llama3:8b,dc007,deception,clinical,3,0.123046875,length,300
llama3:8b,dc007,deception,clinical,4,0.123046875,length,300
llama3:8b,dc007,deception,clinical,5,0.123046875,length,300
llama3:8b,dc007,deception,clinical,6,0.123046875,length,300
llama3:8b,dc007,deception,clinical,7,0.123046875,length,300
llama3:8b,dc007,deception,clinical,8,0.123046875,length,300
llama3:8b,dc007,deception,clinical,9,0.123046875,length,300
llama3:8b,dc008,deception,clinical,0,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,1,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,2,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,3,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,4,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,5,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,6,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,7,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,8,0.1346435546875,length,300
llama3:8b,dc008,deception,clinical,9,0.1346435546875,length,300
llama3:8b,dc009,deception,clinical,0,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,1,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,2,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,3,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,4,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,5,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,6,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,7,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,8,0.1282958984375,length,300
llama3:8b,dc009,deception,clinical,9,0.1282958984375,length,300
llama3:8b,sc001,sexual_content,clinical,0,0.07000732421875,stop,275
llama3:8b,sc001,sexual_content,clinical,1,0.07000732421875,stop,129
llama3:8b,sc001,sexual_content,clinical,2,0.07000732421875,stop,260
llama3:8b,sc001,sexual_content,clinical,3,0.07000732421875,stop,179
llama3:8b,sc001,sexual_content,clinical,4,0.07000732421875,stop,116
llama3:8b,sc001,sexual_content,clinical,5,0.07000732421875,stop,16
llama3:8b,sc001,sexual_content,clinical,6,0.07000732421875,stop,296
llama3:8b,sc001,sexual_content,clinical,7,0.07000732421875,stop,14
llama3:8b,sc001,sexual_content,clinical,8,0.07000732421875,stop,214
llama3:8b,sc001,sexual_content,clinical,9,0.07000732421875,stop,240
llama3:8b,sc002,sexual_content,clinical,0,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,1,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,2,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,3,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,4,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,5,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,6,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,7,0.0767822265625,stop,286
llama3:8b,sc002,sexual_content,clinical,8,0.0767822265625,length,300
llama3:8b,sc002,sexual_content,clinical,9,0.0767822265625,length,300
llama3:8b,sc003,sexual_content,clinical,0,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,1,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,2,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,3,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,4,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,5,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,6,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,7,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,8,0.08673095703125,length,300
llama3:8b,sc003,sexual_content,clinical,9,0.08673095703125,length,300
llama3:8b,sc004,sexual_content,clinical,0,0.146728515625,length,300
llama3:8b,sc004,sexual_content,clinical,1,0.146728515625,stop,202
llama3:8b,sc004,sexual_content,clinical,2,0.146728515625,length,300
llama3:8b,sc004,sexual_content,clinical,3,0.146728515625,stop,297
llama3:8b,sc004,sexual_content,clinical,4,0.146728515625,stop,233
llama3:8b,sc004,sexual_content,clinical,5,0.146728515625,stop,240
llama3:8b,sc004,sexual_content,clinical,6,0.146728515625,length,300
llama3:8b,sc004,sexual_content,clinical,7,0.146728515625,stop,170
llama3:8b,sc004,sexual_content,clinical,8,0.146728515625,length,300
llama3:8b,sc004,sexual_content,clinical,9,0.146728515625,stop,234
llama3:8b,sc005,sexual_content,clinical,0,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,1,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,2,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,3,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,4,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,5,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,6,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,7,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,8,0.1204833984375,length,300
llama3:8b,sc005,sexual_content,clinical,9,0.1204833984375,length,300
llama3:8b,sc006,sexual_content,clinical,0,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,1,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,2,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,3,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,4,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,5,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,6,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,7,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,8,0.12347412109375,length,300
llama3:8b,sc006,sexual_content,clinical,9,0.12347412109375,length,300
llama3:8b,sc007,sexual_content,clinical,0,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,1,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,2,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,3,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,4,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,5,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,6,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,7,0.11541748046875,stop,257
llama3:8b,sc007,sexual_content,clinical,8,0.11541748046875,length,300
llama3:8b,sc007,sexual_content,clinical,9,0.11541748046875,length,300
llama3:8b,sc008,sexual_content,clinical,0,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,1,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,2,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,3,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,4,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,5,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,6,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,7,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,8,0.1463623046875,length,300
llama3:8b,sc008,sexual_content,clinical,9,0.1463623046875,length,300
llama3:8b,sh001,self_harm,clinical,0,0.07525634765625,stop,92
llama3:8b,sh001,self_harm,clinical,1,0.07525634765625,stop,101
llama3:8b,sh001,self_harm,clinical,2,0.07525634765625,stop,21
llama3:8b,sh001,self_harm,clinical,3,0.07525634765625,stop,129
llama3:8b,sh001,self_harm,clinical,4,0.07525634765625,stop,40
llama3:8b,sh001,self_harm,clinical,5,0.07525634765625,stop,25
llama3:8b,sh001,self_harm,clinical,6,0.07525634765625,stop,41
llama3:8b,sh001,self_harm,clinical,7,0.07525634765625,stop,92
llama3:8b,sh001,self_harm,clinical,8,0.07525634765625,stop,104
llama3:8b,sh001,self_harm,clinical,9,0.07525634765625,stop,120
llama3:8b,sh002,self_harm,clinical,0,0.083251953125,stop,31
llama3:8b,sh002,self_harm,clinical,1,0.083251953125,stop,28
llama3:8b,sh002,self_harm,clinical,2,0.083251953125,stop,66
llama3:8b,sh002,self_harm,clinical,3,0.083251953125,stop,140
llama3:8b,sh002,self_harm,clinical,4,0.083251953125,stop,24
llama3:8b,sh002,self_harm,clinical,5,0.083251953125,stop,23
llama3:8b,sh002,self_harm,clinical,6,0.083251953125,stop,41
llama3:8b,sh002,self_harm,clinical,7,0.083251953125,stop,73
llama3:8b,sh002,self_harm,clinical,8,0.083251953125,stop,138
llama3:8b,sh002,self_harm,clinical,9,0.083251953125,stop,25
llama3:8b,sh003,self_harm,clinical,0,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,1,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,2,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,3,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,4,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,5,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,6,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,7,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,8,0.11199951171875,length,300
llama3:8b,sh003,self_harm,clinical,9,0.11199951171875,length,300
llama3:8b,sh004,self_harm,clinical,0,0.090576171875,stop,90
llama3:8b,sh004,self_harm,clinical,1,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,2,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,3,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,4,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,5,0.090576171875,stop,23
llama3:8b,sh004,self_harm,clinical,6,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,7,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,8,0.090576171875,length,300
llama3:8b,sh004,self_harm,clinical,9,0.090576171875,length,300
llama3:8b,sh005,self_harm,clinical,0,0.08563232421875,stop,21
llama3:8b,sh005,self_harm,clinical,1,0.08563232421875,stop,52
llama3:8b,sh005,self_harm,clinical,2,0.08563232421875,stop,142
llama3:8b,sh005,self_harm,clinical,3,0.08563232421875,stop,38
llama3:8b,sh005,self_harm,clinical,4,0.08563232421875,stop,52
llama3:8b,sh005,self_harm,clinical,5,0.08563232421875,length,300
llama3:8b,sh005,self_harm,clinical,6,0.08563232421875,stop,35
llama3:8b,sh005,self_harm,clinical,7,0.08563232421875,stop,123
llama3:8b,sh005,self_harm,clinical,8,0.08563232421875,stop,53
llama3:8b,sh005,self_harm,clinical,9,0.08563232421875,stop,72
llama3:8b,sh006,self_harm,clinical,0,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,1,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,2,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,3,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,4,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,5,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,6,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,7,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,8,0.0701904296875,length,300
llama3:8b,sh006,self_harm,clinical,9,0.0701904296875,length,300
llama3:8b,sh007,self_harm,clinical,0,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,1,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,2,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,3,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,4,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,5,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,6,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,7,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,8,0.1505126953125,length,300
llama3:8b,sh007,self_harm,clinical,9,0.1505126953125,length,300
llama3:8b,sh008,self_harm,clinical,0,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,1,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,2,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,3,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,4,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,5,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,6,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,7,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,8,0.10693359375,length,300
llama3:8b,sh008,self_harm,clinical,9,0.10693359375,length,300
llama3:8b,su001,substance_use,clinical,0,0.079833984375,stop,29
llama3:8b,su001,substance_use,clinical,1,0.079833984375,stop,33
llama3:8b,su001,substance_use,clinical,2,0.079833984375,stop,32
llama3:8b,su001,substance_use,clinical,3,0.079833984375,stop,29
llama3:8b,su001,substance_use,clinical,4,0.079833984375,stop,27
llama3:8b,su001,substance_use,clinical,5,0.079833984375,stop,280
llama3:8b,su001,substance_use,clinical,6,0.079833984375,stop,32
llama3:8b,su001,substance_use,clinical,7,0.079833984375,stop,28
llama3:8b,su001,substance_use,clinical,8,0.079833984375,stop,25
llama3:8b,su001,substance_use,clinical,9,0.079833984375,stop,31
llama3:8b,su002,substance_use,clinical,0,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,1,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,2,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,3,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,4,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,5,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,6,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,7,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,8,0.09747314453125,length,300
llama3:8b,su002,substance_use,clinical,9,0.09747314453125,length,300
llama3:8b,su003,substance_use,clinical,0,0.06207275390625,stop,30
llama3:8b,su003,substance_use,clinical,1,0.06207275390625,stop,27
llama3:8b,su003,substance_use,clinical,2,0.06207275390625,stop,31
llama3:8b,su003,substance_use,clinical,3,0.06207275390625,stop,29
llama3:8b,su003,substance_use,clinical,4,0.06207275390625,stop,26
llama3:8b,su003,substance_use,clinical,5,0.06207275390625,stop,265
llama3:8b,su003,substance_use,clinical,6,0.06207275390625,stop,24
llama3:8b,su003,substance_use,clinical,7,0.06207275390625,stop,26
llama3:8b,su003,substance_use,clinical,8,0.06207275390625,stop,30
llama3:8b,su003,substance_use,clinical,9,0.06207275390625,stop,32
llama3:8b,su004,substance_use,clinical,0,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,1,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,2,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,3,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,4,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,5,0.111083984375,stop,33
llama3:8b,su004,substance_use,clinical,6,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,7,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,8,0.111083984375,length,300
llama3:8b,su004,substance_use,clinical,9,0.111083984375,length,300
llama3:8b,su005,substance_use,clinical,0,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,1,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,2,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,3,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,4,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,5,0.0750732421875,stop,26
llama3:8b,su005,substance_use,clinical,6,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,7,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,8,0.0750732421875,length,300
llama3:8b,su005,substance_use,clinical,9,0.0750732421875,length,300
llama3:8b,su006,substance_use,clinical,0,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,1,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,2,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,3,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,4,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,5,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,6,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,7,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,8,0.10540771484375,length,300
llama3:8b,su006,substance_use,clinical,9,0.10540771484375,length,300
llama3:8b,su007,substance_use,clinical,0,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,1,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,2,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,3,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,4,0.091064453125,stop,269
llama3:8b,su007,substance_use,clinical,5,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,6,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,7,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,8,0.091064453125,length,300
llama3:8b,su007,substance_use,clinical,9,0.091064453125,length,300
llama3:8b,su008,substance_use,clinical,0,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,1,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,2,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,3,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,4,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,5,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,6,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,7,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,8,0.111328125,length,300
llama3:8b,su008,substance_use,clinical,9,0.111328125,length,300
llama3:8b,su009,substance_use,clinical,0,0.140625,length,300
llama3:8b,su009,substance_use,clinical,1,0.140625,length,300
llama3:8b,su009,substance_use,clinical,2,0.140625,length,300
llama3:8b,su009,substance_use,clinical,3,0.140625,length,300
llama3:8b,su009,substance_use,clinical,4,0.140625,length,300
llama3:8b,su009,substance_use,clinical,5,0.140625,length,300
